ID   Visits   Income   Sex   Age   Size
1701   0   11.12   1   3.61   5
1702   4   11.74   0   4.01   2
1703   0   11.38   1   3.74   4
1704   0   11.38   1   2.64   4
1705   0   11.74   1   4.09   2
1706   0   11.19   1   3.89   3
1707   2   11.74   1   4.06   3
1708   0   11.74   1   3.97   3
1709   0   11.92   0   4.17   3
1710   0   12.07   1   3.81   3
1711   0   12.07   1   2.83   3
1712   0   12.07   0   3.81   3
1713   1   11.74   1   3.87   4
1714   2   11.74   1   2.77   4
1715   0   10.82   1   3.87   5
1716   1   10.82   0   2.48   5
1717   0   11.38   1   3.26   4
1718   0   10.82   1   3.33   3
1719   0    9.33   0   3.22   2
1720   0   10.31   1   3.43   4
1721   0   11.38   1   4.13   4
1722   0   10.31   1   2.94   5
1723   0   11.19   1   3.71   1
1724   21   10.66   1   3.69   4
1725   0   11.38   0   3.18   3
1726   0   10.31   1   3.04   4
1727   2   11.08   1   3.61   2
1728   3   11.08   0   3.78   2
1729   0   11.38   0   3.93   3
1730   0   11.38   1   3.95   2
1731   0   11.38   1   3.97   2
1732   0   11.38   1   3.71   6
1733   0   10.66   1   3.37   4
1734   0   10.31   0   4.28   3
1735   3   10.22   1   3.43   2
1736   0   11.38   1   3.69   3
1737   0   11.38   1   2.83   3
1738   0   11.38   0   3.85   3
1739   0   10.82   1   3.14   4
1740   0   11.38   1   3.74   4
1741   0   11.19   1   3.76   4
1742   0   10.66   1   3.76   3
1743   0   11.74   1   3.66   5
1744   0    9.33   0   3.30   4
1745   0   11.12   1   3.74   4
1746   0   10.39   1   3.30   1
1747   1   11.19   1   4.20   2
1748   0   10.02   0   3.61   2
1749   0   10.82   0   3.09   6
1750   0   10.31   0   3.26   5
1751   0   11.92   1   4.22   3
1752   0   10.82   1   2.94   5
1753   0   11.12   0   3.37   3
1754   0    9.90   1   3.40   3
1755   0   10.82   1   3.53   5
1756   0   10.31   1   3.18   3
1757   0   11.74   1   2.94   5
1758   0   10.82   1   3.26   3
1759   0    9.08   1   4.11   1
1760   0    9.08   1   3.40   1
1761   1   12.07   1   3.85   4
1762   3   11.92   1   3.40   5
1763   1    9.77   0   3.71   4
1764   0   11.12   1   3.50   5
1765   0   11.12   0   3.26   3
1766   0   10.31   1   3.37   4
1767   1   11.12   0   3.37   8
1768   0    9.90   1   2.94   4
1769   0   10.82   1   3.43   2
1770   0   10.31   1   3.56   3
1771   0   11.12   1   3.89   5
1772   2   10.66   1   4.04   1
1773   2   11.08   1   3.76   2
1774   0    9.33   1   3.09   3
1775   0   10.22   1   3.64   4
1776   0   10.82   1   3.69   6
1777   0   11.38   1   3.95   5
1778   0   11.08   0   3.83   1
1779   0   10.66   0   3.43   3
1780   0   10.82   0   3.95   4
1781   0   11.74   1   3.53   2
1782   0   11.12   1   3.85   4
1783   0   11.92   0   2.89   7
1784   1   10.82   1   3.56   7
1785   0   11.12   1   3.43   5
1786   0   10.92   1   3.61   5
1787   0   12.07   1   4.16   2
1788   0   10.31   0   3.37   4
1789   0   10.82   1   3.50   4
1790   0   11.92   1   3.43   4
1791   0   10.31   1   3.89   7
1792   0   10.66   1   3.56   4
1793   11    9.77   1   3.56   6
1794   0   11.12   0   3.61   2
1795   4   10.92   1   3.71   3
1796   1   11.92   1   2.94   5
1797   0   11.38   0   3.33   5
1798   0   10.82   1   3.43   5
1799   15    9.90   1   3.40   5
1800   0   10.31   1   2.71   5
1801   0   10.31   0   3.81   5
1802   4   11.92   1   4.13   4
1803   0   11.38   1   3.69   3
1804   9   11.74   1   3.43   4
1805   0   10.53   0   2.48   4
1806   9   11.74   0   3.83   3
1807   0   10.92   1   3.91   2
1808   0   10.53   1   3.40   3
1809   0   11.74   0   3.76   3
1810   0   10.82   1   4.14   2
1811   0   11.12   1   3.74   3
1812   3   10.92   1   4.08   1
1813   0   11.38   1   3.74   3
1814   0   10.77   0   3.85   1
1815   0   11.38   1   4.14   3
1816   2   11.38   1   3.71   3
1817   0    9.90   0   2.94   5
1818   0   11.08   1   3.81   2
1819   1   11.12   1   3.93   4
1820   0   10.92   1   4.19   2
1821   0   10.31   1   3.04   2
1822   0   11.74   1   3.78   3
1823   0   10.77   0   3.83   2
1824   0   10.31   1   3.14   4
1825   0   10.82   0   3.81   6
1826   0   10.77   0   3.40   2
1827   0   10.02   0   3.33   1
1828   0   11.12   0   3.14   6
1829   0   11.08   1   3.64   3
1830   0   10.22   0   2.89   4
1831   0   10.53   0   4.13   2
1832   1   10.02   0   4.23   1
1833   0   10.22   1   3.56   2
1834   0   10.66   0   3.33   2
1835   0   11.38   0   3.37   2
1836   0   10.02   1   4.20   1
1837   0   10.92   0   3.89   2
1838   0   10.92   1   3.95   3
1839   2   11.38   1   3.78   4
1840   0   11.38   1   2.56   4
1841   1   10.66   1   3.78   2
1842   6   10.77   1   3.74   3
1843   0   10.02   1   3.81   3
1844   2   11.08   1   3.33   3
1845   2    9.77   1   3.87   2
1846   0   10.82   0   3.89   4
1847   0   10.02   0   3.09   4
1848   0   11.38   1   3.87   3
1849   1   10.82   1   3.64   5
1850   0   11.38   0   3.37   4
1851   0   11.74   1   3.91   4
1852   0   11.08   1   3.97   2
1853   0   10.31   0   3.22   3
1854   0    9.77   1   4.04   1
1855   0   11.38   0   3.81   6
1856   0    9.90   1   3.85   2
1857   0   10.39   0   3.40   1
1858   0   11.74   1   2.94   3
1859   0   10.66   1   3.89   5
1860   0   11.12   1   2.40   4
1861   0   10.92   1   3.43   2
1862   1   11.19   1   3.78   4
1863   1   10.92   1   3.47   4
1864   0   11.08   1   3.26   2
1865   0   10.77   0   3.97   3
1866   0   10.31   0   4.09   2
1867   0   10.53   1   3.89   5
1868   0   10.22   0   4.23   2
1869   0   10.92   1   4.19   2
1870   0   10.77   1   3.30   4
1871   0   10.77   0   3.30   4
1872   0   10.82   0   2.56   7
1873   2   10.53   1   4.19   2
1874   0   12.07   0   3.97   2
1875   1   10.22   0   3.47   2
1876   0   10.22   0   4.06   2
1877   11   11.38   1   4.09   2
1878   3    9.33   1   3.30   2
1879   0   10.66   1   2.08   1
1880   0   10.31   1   3.69   4
1881   1   10.92   1   4.14   2
1882   0   10.92   1   4.09   1
1883   0   10.02   1   4.26   2
1884   0   10.82   1   2.77   4
1885   0   10.77   1   3.40   1
1886   0   10.53   0   3.69   1
1887   0   10.92   1   3.97   2
1888   0   11.12   0   3.89   5
1889   0   10.31   1   3.76   5
1890   0   10.31   0   2.71   5
1891   2   10.82   1   3.43   5
1892   0   11.12   0   2.94   3
1893   0   10.82   1   3.91   6
1894   0   11.19   1   3.89   1
1895   2   11.19   1   3.81   2
1896   1   10.92   1   3.87   3
1897   1   11.19   1   3.64   5
1898   6   10.31   1   3.85   2
1899   0   10.82   1   3.91   3
1900   1   10.82   1   3.00   5
1901   0   11.38   1   4.04   3
1902   25   11.08   1   3.53   4
1903   11   11.08   0   3.58   4
1904   0   10.82   1   3.43   4
1905   0   11.38   1   3.71   5
1906   0   10.82   1   3.43   4
1907   0   10.82   1   3.71   5
1908   0   11.38   1   2.64   4
1909   0   11.38   0   3.81   4
1910   0   11.38   0   2.40   4
1911   0   10.39   0   4.08   1
1912   0   11.74   1   3.78   2
1913   0   11.74   1   3.04   4
1914   0   11.74   0   3.97   4
1915   0   10.53   0   3.95   4
1916   0   10.53   0   2.48   4
1917   3   10.82   1   3.14   5
1918   0   11.12   1   2.83   5
1919   0    9.33   1   3.09   3
1920   0   10.82   1   3.66   6
1921   0   10.31   1   3.18   2
1922   0   11.12   0   4.03   3
1923   0    9.90   1   3.74   3
1924   0    9.90   1   2.64   3
1925   0   11.08   1   3.76   4
1926   0   11.08   0   3.78   4
1927   0   10.31   1   3.61   6
1928   0   11.74   0   3.97   5
1929   0   11.12   0   2.71   5
1930   1   10.22   0   3.40   1
1931   0   8.92   1   3.18   2
1932   0   11.38   1   3.95   3
1933   1    9.90   1   3.66   5
1934   0   11.19   1   3.91   3
1935   1   11.19   1   3.71   3
1936   0    9.90   1   3.53   2
1937   0   11.74   1   3.81   4
1938   0    9.90   0   2.77   3
1939   0   11.38   1   3.81   5
1940   0   10.31   1   3.78   5
1941   0   10.66   1   3.69   4
1942   1   10.66   0   2.30   4
1943   0   10.31   1   3.53   6
1944   0   10.92   1   3.47   2
1945   0   10.92   0   3.58   2
1946   0   10.31   1   2.48   3
1947   0   11.19   1   3.91   1
1948   25   10.22   0   3.40   1
1949   2   10.22   0   3.81   1
1950   0   10.53   1   3.50   4
1951   3   10.53   0   3.53   1
1952   0   11.74   1   3.91   2
1953   0   11.38   1   3.78   2
1954   0   11.38   0   4.06   5
1955   0   10.22   1   3.69   2
1956   0   10.82   1   2.89   5
1957   0   10.92   0   3.81   1
1958   0   11.38   0   3.64   2
1959   0   12.07   0   3.76   4
1960   0   10.39   1   3.56   1
1961   1   11.38   1   3.76   2
1962   0   11.38   1   4.06   2
1963   0    9.53   1   3.85   2
1964   0   12.21   1   3.43   3
1965   0   11.38   1   3.43   4
1966   0   10.82   1   3.81   2
1967   0   10.02   1   4.08   3
1968   4   10.82   1   3.64   2
1969   4   11.38   1   3.64   5
1970   0   11.38   0   3.87   3
1971   0   11.08   0   3.97   3
1972   0    9.53   1   3.26   3
1973   0   11.08   0   4.20   2
1974   0   10.66   0   3.85   4
1975   0   10.53   1   3.47   3
1976   1   10.92   0   3.37   2
1977   0   11.19   1   3.64   3
1978   0   11.19   1   2.83   3
1979   2   12.07   0   4.09   1
1980   0   10.77   0   3.61   2
1981   0   11.38   0   3.14   5
1982   0   10.92   1   4.14   1
1983   2   11.08   1   3.61   4
1984   0   11.74   0   3.83   4
1985   14   10.66   1   3.53   5
1986   0   11.19   1   2.71   4
1987   1   10.92   1   3.53   1
1988   0    9.90   1   2.83   2
1989   2   10.92   0   3.43   2
1990   0   11.19   0   4.01   3
1991   0   10.92   0   3.85   6
1992   0   11.12   1   3.74   3
1993   8   10.77   0   3.47   4
1994   0   10.31   0   4.11   3
1995   0   12.07   0   3.81   5
1996   0   10.77   0   3.56   3
1997   0   11.08   0   3.74   4
1998   0   10.66   0   3.87   1
1999   7   11.08   0   3.26   2
2000   0   10.92   0   4.20   2
2001   2   10.39   1   4.11   2
2002   0    9.08   1   3.81   3
2003   1    9.77   1   3.78   1
2004   0   10.39   0   3.87   3
2005   0   11.38   1   3.33   2
2006   1   12.07   0   3.89   2
2007   0   11.08   1   3.43   2
2008   0   11.19   1   2.77   4
2009   7   11.74   1   3.56   3
2010   34   11.74   0   3.56   3
2011   0   10.82   1   3.97   5
2012   0   12.21   0   3.37   2
2013   0   11.38   0   4.03   2
2014   2   10.66   0   3.91   1
2015   0   10.39   0   3.22   5
2016   2   10.02   0   3.47   2
2017   0   11.38   0   3.53   3
2018   0   11.08   1   3.69   4
2019   0   11.12   1   3.95   5
2020   0   10.92   1   3.58   5
2021   0   11.12   1   4.06   2
2022   0   10.92   1   3.47   3
2023   0   11.38   1   3.71   6
2024   0   11.12   1   2.64   4
2025   4   10.31   1   3.53   2
2026   0   10.82   0   3.78   5
2027   0   11.38   1   3.61   5
2028   0   10.92   1   3.47   4
2029   0   10.92   0   3.53   4
2030   0   10.82   1   3.87   4
2031   0   10.53   1   3.53   2
2032   0   10.82   0   3.09   4
2033   0   10.82   1   2.77   4
2034   0   10.82   0   3.71   4
2035   1   10.31   1   3.50   3
2036   0   11.08   0   4.16   3
2037   2   10.82   1   3.71   2
2038   0   10.31   0   3.18   2
2039   0   10.82   0   4.01   3
2040   1   11.08   1   3.78   4
2041   0   11.08   1   3.04   4
2042   1   10.22   1   3.78   3
2043   0   10.82   0   4.03   4
2044   0    9.90   1   2.94   3
2045   1   11.38   0   3.78   8
2046   2    9.53   1   3.61   1
2047   0   10.31   1   3.71   2
2048   0   10.82   0   4.25   3
2049   0   8.92   0   4.11   2
2050   0    9.77   1   3.43   3
2051   0   10.82   1   2.83   4
2052   0   10.82   0   4.04   4
2053   0   10.31   0   3.22   2
2054   0   10.92   1   3.87   2
2055   0   11.19   0   3.71   2
2056   0   10.02   1   3.83   3
2057   0   10.77   1   2.77   4
2058   0   11.74   0   3.78   5
2059   0   10.92   0   4.03   2
2060   0   10.92   0   3.50   2
2061   0   10.02   0   3.66   3
2062   0   10.92   1   2.71   4
2063   0   11.38   0   3.74   1
2064   4   11.08   0   4.25   2
2065   0   10.53   1   3.58   2
2066   0   11.19   0   3.83   2
2067   1   11.38   1   3.89   3
2068   1   10.39   1   3.91   1
2069   2   10.22   0   4.28   2
2070   18   11.08   1   3.37   2
2071   0   10.39   0   4.20   2
2072   7   12.07   0   3.91   4
2073   1   12.07   0   1.39   4
2074   0   10.39   0   3.58   4
2075   0   10.22   0   4.25   3
2076   0   11.08   1   3.81   4
2077   0   11.08   1   2.71   4
2078   0   11.08   0   2.56   4
2079   2   11.08   1   4.01   2
2080   0   11.38   0   3.78   1
2081   0   10.92   0   3.97   3
2082   0   11.74   1   4.04   2
2083   0   11.19   1   3.76   5
2084   0   11.19   1   2.77   5
2085   0   11.19   1   2.56   5
2086   0   11.19   0   3.78   5
2087   0   11.19   0   2.30   5
2088   0   10.39   0   4.08   2
2089   2   10.92   1   4.23   2
2090   0   12.07   1   3.97   3
2091   0   12.07   0   3.93   3
2092   0   10.92   1   2.56   4
2093   0   11.08   0   3.66   3
2094   0   11.38   0   3.89   3
2095   0   11.74   0   2.71   2
2096   0   10.92   1   2.64   2
2097   0   10.31   1   3.78   2
2098   1   10.39   1   3.76   5
2099   2   10.66   0   4.14   2
2100   1   11.74   0   3.95   4
2101   0   11.74   0   3.00   4
2102   0   11.74   1   2.89   4
2103   0   11.74   1   2.71   4
2104   0   11.74   0   3.78   4
2105   0   11.19   0   3.78   3
2106   0   11.08   1   3.74   4
2107   0   8.92   1   3.33   1
2108   0   10.66   1   3.40   1
2109   0   10.22   1   3.83   2
2110   0   10.77   0   4.23   2
2111   1   11.19   0   3.87   3
2112   0   10.39   1   4.11   2
2113   1   11.74   1   3.85   4
2114   0   11.12   0   4.09   3
2115   0   12.07   1   3.91   3
2116   0   12.07   0   2.77   3
2117   3   11.38   0   4.09   3
2118   0    9.90   1   3.09   2
2119   1   11.38   1   3.50   2
2120   0   11.74   1   3.43   3
2121   0   10.77   1   3.95   3
2122   0   10.82   1   3.18   3
2123   0   10.22   0   3.83   3
2124   0   11.38   1   3.61   6
2125   0   11.38   1   3.78   4
2126   0   10.92   0   3.95   4
2127   0   10.92   0   3.09   4
2128   0   10.92   0   2.77   4
2129   0   11.38   0   3.37   1
2130   0   10.77   0   3.83   2
2131   0   10.92   1   3.91   3
2132   0   10.39   1   3.78   5
2133   0   10.92   1   3.97   2
2134   0   10.53   1   4.03   2
2135   0   10.92   1   3.76   2
2136   0   10.77   1   4.01   4
2137   0   11.08   0   4.25   2
2138   2   10.92   1   3.99   2
2139   5   10.92   0   4.03   2
2140   0   10.92   0   3.93   2
2141   0   12.21   1   3.87   4
2142   0   10.92   0   3.99   4
2143   0    9.33   0   4.09   1
2144   0   11.38   1   2.64   4
2145   5   10.92   0   4.16   1
2146   0   10.77   1   2.64   5
2147   1   11.19   1   3.89   2
2148   0    9.33   1   3.97   1
2149   0   11.38   0   3.78   4
2150   1   10.66   0   4.08   2
2151   0   10.66   1   3.61   2
2152   0    9.53   1   4.16   2
2153   4   11.74   1   3.71   3
2154   0   10.92   1   3.69   4
2155   40   11.38   1   3.69   6
2156   2   11.38   0   3.69   6
2157   0   12.07   0   2.77   3
2158   0   10.53   0   4.08   3
2159   0   11.38   1   2.71   4
2160   0   10.53   1   3.47   1
2161   0   11.08   0   3.69   4
2162   0   11.38   1   4.17   2
2163   0   10.92   1   3.58   2
2164   0   10.92   0   3.66   2
2165   4   10.39   1   3.33   2
2166   1   10.39   0   3.37   2
2167   0   11.38   1   2.71   4
2168   0   12.21   1   3.76   6
2169   0   11.74   1   4.03   2
2170   0   11.74   0   4.09   2
2171   0   10.92   0   2.89   4
2172   0   10.66   1   3.99   2
2173   0   11.74   1   3.81   3
2174   2   11.19   0   4.13   2
2175   0   11.08   1   3.91   2
2176   0   10.02   1   3.47   3
2177   4   11.74   1   3.58   4
2178   2   11.08   0   3.83   4
2179   0   11.08   0   2.40   4
2180   0   10.39   1   4.29   2
2181   0   11.38   0   3.56   3
2182   0   11.08   0   3.83   1
2183   0   11.74   1   4.06   2
2184   0   10.39   1   3.97   2
2185   5   10.77   1   3.71   3
2186   0   10.39   1   2.83   2
2187   0   10.53   0   4.03   3
2188   0   10.92   1   3.43   3
2189   0   10.92   0   3.58   3
2190   0   11.19   0   4.25   2
2191   0   11.08   0   4.06   2
2192   3   10.39   1   4.30   2
2193   1   11.38   1   3.78   3
2194   2   11.38   0   3.85   3
2195   0   10.53   1   3.69   6
2196   0   10.66   1   3.78   4
2197   0   10.66   1   2.71   4
2198   3   11.74   0   3.97   5
2199   0   10.77   0   2.77   3
2200   1   10.77   0   4.26   2
2201   0   10.92   1   4.04   3
2202   0   10.92   1   4.01   3
2203   1   11.38   1   4.01   2
2204   14   10.53   1   3.64   4
2205   1   10.53   1   2.64   4
2206   1   10.53   0   3.69   4
2207   0   10.77   1   3.76   3
2208   0   11.08   1   3.85   2
2209   0   11.74   0   3.85   4
2210   0   11.38   0   2.56   4
2211   6   11.74   1   3.99   2
2212   0   10.77   1   3.83   2
2213   0   12.07   1   3.85   2
2214   0   10.53   1   3.76   4
2215   0   10.92   0   3.89   3
2216   0   10.92   1   4.09   2
2217   3   11.38   1   3.47   2
2218   0   10.39   1   3.64   2
2219   1   10.39   1   2.71   4
2220   1   12.07   1   4.01   3
2221   0    9.33   0   3.30   1
2222   1   11.38   0   3.99   2
2223   0   11.38   1   3.97   2
2224   0   11.08   0   4.06   4
2225   0   11.38   1   3.58   7
2226   1   11.38   1   3.37   2
2227   0   10.77   0   4.36   2
2228   3   11.38   1   3.69   4
2229   1   10.53   1   3.91   1
2230   0   11.74   0   4.01   4
2231   3   11.74   0   3.66   4
2232   0   11.38   1   3.89   2
2233   0   11.38   1   3.66   4
2234   0   10.66   1   4.06   2
2235   1   11.08   1   3.53   4
2236   0    9.08   1   3.18   3
2237   0   11.38   1   4.06   2
2238   0   10.92   1   3.66   4
2239   1   8.92   0   3.14   1
2240   0   10.22   0   2.71   2
2241   0   11.38   1   4.01   1
2242   0   11.19   0   3.97   4
2243   0   11.74   1   3.89   2
2244   1   11.38   1   3.50   5
2245   0   11.74   1   3.91   2
2246   1   11.38   0   3.00   5
2247   0   10.92   0   3.30   2
2248   0   11.38   0   4.29   2
2249   0   11.19   1   3.58   5
2250   6   11.08   0   3.97   4
2251   0   10.92   1   4.25   2
2252   0   10.92   0   4.28   2
2253   5   10.66   1   3.78   3
2254   0   11.74   0   3.83   4
2255   0   11.38   0   3.95   3
2256   1   11.74   1   3.30   2
2257   3   10.39   1   4.25   3
2258   0   11.38   0   3.91   2
2259   0   11.19   1   2.71   4
2260   0   11.08   0   4.14   2
2261   0   10.66   0   3.83   3
2262   2   11.74   1   3.71   4
2263   1   11.19   1   3.71   1
2264   0   12.07   1   4.17   2
2265   0   11.74   1   3.95   2
2266   0   11.08   1   3.99   2
2267   0   11.38   1   3.71   2
2268   2   11.38   1   3.58   3
2269   0   11.74   0   4.06   2
2270   11   11.38   1   4.14   2
2271   0   11.38   0   3.81   3
2272   0   11.38   1   4.08   2
2273   0   10.92   0   3.83   3
2274   0   10.66   1   3.69   8
2275   0   11.38   1   3.58   3
2276   0   11.38   0   3.74   3
2277   0   8.92   1   3.99   1
2278   0   11.74   0   3.78   3
2279   0   10.66   0   3.30   1
2280   3   11.19   0   3.83   3
2281   0   11.19   1   3.93   2
2282   1   10.92   1   3.56   3
2283   9   11.38   0   4.20   2
2284   0   10.66   1   3.64   3
2285   1   11.38   1   3.71   5
2286   0   11.38   1   2.64   5
2287   2   10.92   1   3.87   5
2288   1   10.92   1   2.83   5
2289   2    9.77   1   3.30   1
2290   0   11.38   1   3.74   6
2291   0   11.38   1   3.87   2
2292   9   11.74   1   3.61   4
2293   0   10.92   1   4.01   2
2294   0   10.92   1   3.53   4
2295   0   11.74   1   3.93   2
2296   1   11.19   1   3.53   5
2297   10   10.39   1   3.47   3
2298   5   10.39   0   3.50   3
2299   0   10.53   0   3.53   5
2300   0   11.38   1   3.50   3
2301   0   11.38   0   4.14   3
2302   1   11.38   0   4.06   3
2303   0   11.38   0   4.22   2
2304   0   10.39   0   4.30   1
2305   0   10.22   1   4.20   2
2306   0   10.02   1   3.43   2
2307   1   11.19   1   3.69   3
2308   1   11.38   1   3.87   1
2309   0    9.77   0   3.14   1
2310   0   11.38   1   2.56   4
2311   0   10.77   1   4.25   2
2312   0   10.77   1   3.85   2
2313   1   10.77   0   3.85   2
2314   0   11.38   0   3.83   3
2315   1   11.74   0   4.08   2
2316   0   10.92   1   3.58   4
2317   0   12.07   0   4.04   2
2318   1   10.02   0   3.47   1
2319   0   10.92   1   2.83   3
2320   0   10.22   0   3.95   4
2321   0   11.38   0   3.56   3
2322   0   10.53   1   3.66   3
2323   0   10.22   0   3.37   1
2324   0   11.38   0   3.93   3
2325   0   10.53   1   3.43   4
2326   0   11.08   1   2.64   3
2327   0   10.77   0   3.53   4
2328   0   10.66   1   3.74   1
2329   0   10.53   1   2.77   3
2330   0    9.77   0   3.74   5
2331   0   11.74   0   4.08   4
2332   0   10.53   1   3.64   4
2333   1   11.74   1   3.74   2
2334   0   10.66   1   3.64   4
2335   0   11.74   0   4.04   2
2336   0   10.66   1   3.76   2
2337   1   10.92   1   4.01   4
2338   0   10.39   0   3.89   3
2339   3   11.19   1   3.56   5
2340   0   11.19   0   3.58   5
2341   0   11.08   0   3.64   2
2342   0    9.77   0   3.04   2
2343   0   11.74   1   2.77   4
2344   0   11.74   0   2.48   4
2345   9   11.38   0   4.03   1
2346   0   11.38   1   3.33   2
2347   0   10.66   1   3.61   3
2348   0   10.66   1   3.58   6
2349   1   10.92   1   3.74   2
2350   0   10.39   1   3.56   3
2351   1   11.08   1   3.50   3
2352   1   10.92   1   3.37   4
2353   1   10.66   1   3.87   2
2354   0   10.92   1   3.30   3
2355   0   10.66   1   3.66   6
2356   0   10.66   0   3.69   6
2357   0   10.66   0   2.64   6
2358   0   10.66   1   2.77   2
2359   0   10.39   1   3.76   4
2360   0   11.08   1   3.26   2
2361   0   11.08   0   3.66   2
2362   2   10.39   0   3.56   1
2363   0   11.38   1   3.50   2
2364   0   11.74   0   4.08   2
2365   1   11.74   1   3.89   2
2366   0   10.66   1   3.40   2
2367   0   11.08   1   3.78   4
2368   0   11.08   1   2.56   4
2369   0   8.92   1   3.09   2
2370   0   12.21   1   3.50   4
2371   0   10.22   1   3.97   2
2372   1   11.38   1   3.53   2
2373   0   8.92   1   4.25   1
2374   0   10.92   1   3.53   5
2375   0   10.22   1   3.26   4
2376   0   10.77   0   4.04   1
2377   0   10.66   0   3.33   1
2378   3   10.39   0   3.26   3
2379   2   10.92   1   3.91   2
2380   0   10.02   0   3.09   2
2381   0   10.02   1   3.43   3
2382   0   10.39   0   3.87   3
2383   0   12.07   1   3.53   4
2384   0   10.66   1   3.95   1
2385   1   10.66   1   4.01   4
2386   0   11.38   1   3.74   2
2387   0   10.22   0   3.00   4
2388   0   10.77   1   2.48   3
2389   0   10.53   1   3.26   2
2390   0   11.08   1   3.04   3
2391   0   10.02   1   3.18   2
2392   0   11.19   1   3.95   3
2393   0   10.92   1   3.95   3
2394   0   10.66   1   3.22   2
2395   8   10.66   1   3.85   2
2396   1   10.66   1   2.56   2
2397   0   10.66   1   3.58   2
2398   0   10.22   1   3.93   1
2399   0   11.38   0   4.11   4
2400   0   11.74   0   3.53   4
2401   0    9.77   0   2.71   9
2402   1   10.92   0   4.19   2
2403   0   10.77   1   3.91   2
2404   2   11.38   0   3.47   2
2405   0   11.08   1   3.78   6
2406   0   11.08   1   2.64   6
2407   5   10.92   1   3.76   5
2408   1   10.92   0   2.64   5
2409   0   10.92   0   2.48   5
2410   0   10.02   1   3.74   4
2411   0   10.92   0   3.69   6
2412   0   10.39   1   3.71   5
2413   0   10.66   1   3.22   3
2414   0   10.66   1   3.30   2
2415   0   10.53   1   3.33   2
2416   0   10.53   1   3.43   2
2417   0   10.77   1   4.13   3
2418   0    9.53   0   3.22   2
2419   1   10.92   0   4.06   2
2420   0   11.38   1   3.76   2
2421   0   10.77   0   3.58   3
2422   0   11.74   0   3.85   5
2423   0   11.08   1   3.81   4
2424   0   11.08   1   2.71   4
2425   0   11.08   0   3.85   4
2426   0   12.07   0   4.04   2
2427   0   10.22   0   4.03   1
2428   2   10.39   1   4.11   3
2429   12   11.08   1   3.61   2
2430   0   10.39   0   3.26   1
2431   1   10.92   0   3.43   2
2432   0    9.77   0   3.09   1
2433   0   11.74   1   3.76   2
2434   0   11.19   0   3.81   2
2435   0   10.66   1   3.91   3
2436   0   11.38   0   3.76   4
2437   0   11.38   1   3.83   4
2438   0   10.02   0   4.23   2
2439   0   10.92   0   3.78   1
2440   0   11.08   1   4.06   2
2441   0   10.66   0   3.91   3
2442   0   10.92   0   3.33   2
2443   0   10.22   1   3.09   2
2444   0   10.77   1   3.53   1
2445   0   10.92   1   3.47   3
2446   1   11.19   0   3.85   5
2447   0   11.08   1   3.58   4
2448   0   11.74   0   3.61   4
2449   1   10.92   1   4.16   1
2450   0   11.38   0   3.85   4
2451   0   10.22   0   2.56   4
2452   0   10.77   0   3.85   4
2453   2   10.92   1   3.58   4
2454   0   10.66   1   3.69   2
2455   0    9.33   1   3.76   3
2456   0   10.39   1   3.81   3
2457   0   10.39   1   2.71   3
2458   1   10.77   1   4.04   2
2459   0   11.19   1   3.50   3
2460   0   11.74   1   3.95   3
2461   0   10.53   0   3.76   1
2462   2   8.92   0   3.43   1
2463   0   10.77   1   3.53   5
2464   3   10.02   0   4.26   1
2465   1   11.08   1   3.95   2
2466   0   10.53   1   4.09   1
2467   11  11.74   1   4.13   1
2468   1   11.19   1   3.58   2
2469   0   11.08   1   3.50   2
2470   2   10.77   1   3.58   3
2471   0   10.39   0   3.14   3
2472   0   11.74   0   3.81   3
2473   1   10.39   1   3.93   2
2474   0   10.39   1   2.94   4
2475   0   11.08   1   3.89   4
2476   0   11.38   0   3.89   6
2477   3   11.19   0   3.56   4
2478   0   10.66   1   3.58   4
2479   0   11.08   1   3.61   2
2480   0   10.39   1   2.77   5
2481   0   11.08   1   3.85   4
2482   0   10.31   0   2.83   4
2483   4   11.08   1   3.95   2
2484   0   11.38   0   3.85   5
2485   0   10.77   0   3.58   3
2486   1   11.38   1   4.06   2
2487   2   11.38   0   4.09   2
2488   1   11.08   1   4.01   2
2489   0   11.19   0   4.20   2
2490   0    9.53   0   3.37   5
2491   0   10.39   1   3.61   5
2492   0   10.39   0   2.56   5
2493   0   10.39   0   2.40   5
2494   5   11.19   1   3.71   2
2495   1   11.38   1   3.58   4
2496   5   11.38   0   3.50   2
2497   0   10.66   1   3.58   4
2498   0   10.92   0   3.53   3
2499   2   10.39   0   3.53   4
2500   0   11.74   1   3.66   3
2501   0   10.92   1   3.47   3
2502   0   11.74   1   3.69   4
2503   0   11.08   1   4.13   4
2504   0   10.92   0   3.91   3
2505   0   10.53   1   3.99   2
2506   0   11.19   1   4.08   2
2507   0   11.19   1   3.22   4
2508   0   11.74   1   3.69   4
2509   1   11.74   1   3.71   3
2510   0   11.38   1   3.97   1
2511   0   11.19   1   2.83   5
2512   0   10.02   1   3.00   4
2513   1   12.21   1   3.50   5
2514   0   10.92   1   3.40   2
2515   1   11.74   1   3.71   7
2516   1   11.38   1   3.76   5
2517   1    9.53   1   3.09   4
2518   2   11.74   1   3.71   2
2519   0   12.21   0   3.83   5
2520   0   11.19   0   3.78   1
2521   0   10.53   0   2.56   3
2522   0   10.92   1   3.64   3
